Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2016,1126,R,0,0,0,1636,17370,83642,125767,93144,103339,115029,120576,95015,95329,103965,92876,90352,86245,83803,89031,74006,52207,66505,49343,46373,47904,33986,26962,17445,11477,6510,4054,444,0,0,0,0,0,0,0,0,0,0,0,0,1227,15302,53829,54614,32285,33506,28156,23489,18352,14666,12662,6332,8405,5482,8058,4686,3700,2995,3547,4291,4756,3782,1728,1198,1246,604,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,2068,24844,51922,36738,30332,39144,36016,24864,21999,25658,16183,12957,12791,13296,14483,13414,8131,8424,6972,5351,1891,2880,4194,3115,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555,17307,17812,30332,30903,35703,27528,26144,31989,31310,22413,17907,20548,18743,14801,12410,10641,9118,5351,6303,5184,5392,3115,3624,1953,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1923,6309,9170,16825,15972,17464,18492,22659,24978,23463,24850,20951,23855,17576,14550,17291,10727,11296,10085,7488,7190,4361,3624,1302,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9396,6808,14028,10996,14072,23113,25216,20951,27263,24514,14122,26602,18235,19620,25843,16705,8987,5607,3020,2604,2534,444,0,0,0,0,0,0,0,0,0
2016,1183,T,1022,3322,17518,35248,58736,72354,97200,111964,117462,124206,111948,105707,108098,91508,89852,80181,77284,77356,68267,62030,45812,36653,35438,25639,23449,16392,10290,6851,6645,3129,1013,500,172,168,0,0,146,0,0,0,0,1022,3127,15136,28403,45429,44201,57131,56665,52891,51645,42632,32952,30406,20405,16406,14879,11215,10498,9621,9531,5155,3550,5844,3332,3091,2761,1744,926,1164,1288,338,0,172,0,0,0,0,0,0,0,0,0,195,1984,6015,12492,24201,32927,45466,48326,48548,48222,46932,43096,42378,37809,29883,28276,23951,19103,16339,12355,8019,8178,7373,5626,3969,3488,1666,588,736,506,0,0,0,0,0,0,0,0,0,0,0,0,398,830,815,3951,6957,7552,13855,20318,16961,21286,27174,21549,27770,26052,25685,30760,26774,22845,18413,14312,12039,8255,9078,5867,2616,1666,1955,368,0,167,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,185,2281,2390,3127,3631,3373,5507,6101,6395,7205,8988,8772,8226,9078,6495,7180,7196,3865,4565,2933,1744,1666,1763,0,169,167,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,501,1163,1915,1075,1473,2162,3119,3375,4544,4237,3395,3590,2181,2814,1089,863,698,926,1175,736,0,167,0,0,0,0,0,0,0,0,0
2016,1183,U,1637,2738,15237,30157,51217,60733,75912,107617,102403,116064,108039,103661,102558,94094,90919,80562,80345,77373,70931,60742,46376,38892,34576,30404,25560,19830,12831,8357,8244,4704,1527,304,0,0,0,0,0,0,0,0,0,1637,2738,12430,25349,39788,40489,48375,62016,51674,55580,47340,38441,33581,24024,18274,16995,12326,12688,11172,9280,5331,5328,6673,4801,3320,3098,2504,1003,1718,2352,611,0,0,0,0,0,0,0,0,0,0,0,0,2406,4371,10582,18335,23071,38304,41276,44954,45465,45567,42884,47603,43993,32004,33325,30103,21825,18560,14659,10123,10009,9281,6971,5577,3755,3009,687,1008,916,0,0,0,0,0,0,0,0,0,0,0,0,401,437,847,1910,4465,5107,8192,13350,11249,16197,20421,16238,22561,24058,25336,25376,27281,21372,18657,14651,11222,9601,10954,7746,3129,2006,2405,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,1260,1635,3515,2592,3857,5116,4738,5739,6619,6717,7275,8718,5064,5860,5763,4161,2988,2789,2504,1671,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,469,864,1815,1112,1354,1766,2739,2488,3378,2812,2665,2930,910,2560,1328,620,939,669,1374,672,0,304,0,0,0,0,0,0,0,0,0
2016,1183,R,408,3905,19718,39812,65372,83274,116979,115971,132557,133001,116337,108061,114286,88550,88611,79729,73633,77337,65125,63528,45125,33887,36483,19885,20936,12072,7091,4980,4612,1221,377,737,362,356,0,0,320,0,0,0,0,408,3514,17746,31140,50407,47690,65266,51731,54111,47394,37346,26638,26861,16264,14231,12367,9891,7940,7790,9824,4941,1355,4840,1560,2818,2336,788,830,461,0,0,0,362,0,0,0,0,0,0,0,0,0,390,1577,7489,14177,29714,42084,52069,55392,52430,51317,48502,43332,36401,30611,27366,22255,16761,15892,13754,9552,5422,5956,5069,4026,1947,3151,0,461,407,0,0,0,0,0,0,0,0,0,0,0,0,0,394,1183,788,5869,9273,9805,19531,27844,23375,27141,34717,27623,33833,28418,26101,37051,26175,24560,18116,13894,13030,6628,6845,3505,1970,1245,1384,0,0,368,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,357,2367,3522,4739,3761,4272,7349,7229,8324,8946,11814,11174,9348,9496,8234,8811,8935,3509,6442,3115,788,1660,1384,0,377,368,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,537,1508,2027,1033,1611,2631,3572,4411,5920,5894,4282,4405,3723,3119,805,1168,394,1245,922,814,0,0,0,0,0,0,0,0,0,0,0
2016,1191,T,2295,4079,13248,19585,42097,55732,78261,85222,93801,103948,99465,86141,96770,96471,81278,74218,74160,70089,54944,59369,47331,40790,36836,27868,22513,19962,12692,6999,6350,2255,1504,905,314,0,0,0,0,0,0,0,0,1721,3634,12427,17235,31963,32451,43130,48595,45399,44590,40781,26168,30701,24999,15731,15985,14024,10293,7704,7824,6467,5387,5997,2389,3072,3472,2656,0,1270,644,903,0,63,0,0,0,0,0,0,0,0,574,445,410,1958,8186,21517,27478,27924,33997,38057,42273,37119,37824,37640,30747,23978,28558,25487,15401,18070,12918,9492,5997,6591,4319,3472,1771,3255,1588,0,301,0,63,0,0,0,0,0,0,0,0,0,0,410,392,1949,1411,6609,7616,10478,18177,12185,16663,19894,25730,25027,23521,22221,22301,21633,20506,15771,17188,13135,10217,8333,4629,3247,1370,1270,322,0,302,63,0,0,0,0,0,0,0,0,0,0,0,0,0,353,696,363,3276,2556,2735,3810,7123,5003,8342,7308,7016,7107,7465,8105,9073,6414,5711,5376,3102,7522,2656,685,953,644,301,302,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,725,649,568,1492,2382,1228,3101,1430,3425,2341,4901,2741,4863,3102,2309,5997,3295,3688,868,2361,1688,1270,644,0,302,63,0,0,0,0,0,0,0,0
2016,1191,U,2674,5172,11770,17225,32353,61659,65915,87664,91508,97311,99974,85301,95748,97921,88123,84515,88013,77339,58840,52292,47119,43870,33815,34095,21806,16119,12723,10737,6991,2802,3169,1314,726,0,0,0,0,0,0,0,0,1337,4138,9808,14354,25490,37343,42498,55129,50407,46095,44199,28941,33230,31729,17515,22466,11952,11373,9140,7382,6245,7874,6763,1967,4089,3720,2545,0,2097,701,1901,0,145,0,0,0,0,0,0,0,0,1337,1034,981,1914,4902,20842,18213,26209,31795,37132,47882,38081,42805,36105,40504,30489,40203,35826,19994,19071,15896,13498,8607,7868,4089,3720,3181,6608,2097,0,634,0,145,0,0,0,0,0,0,0,0,0,0,981,957,1961,2605,3469,3615,6204,11524,5788,14217,13517,24070,20799,24606,24991,20472,22279,19071,17031,16310,11682,15736,7496,2480,2545,1652,699,701,0,657,145,0,0,0,0,0,0,0,0,0,0,0,0,0,868,867,904,1551,1280,1579,2539,5632,4923,6568,3744,7606,5687,6284,4306,4542,5062,4919,4590,1363,5580,2545,826,0,701,634,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,1808,1551,1280,526,1523,563,1094,2737,3209,3260,3981,1143,2461,3406,1125,1844,3934,4770,620,1908,1652,2097,701,0,657,145,0,0,0,0,0,0,0,0
2016,1191,R,2011,3254,14309,21220,48528,51678,86527,83586,95451,109239,99010,86879,97561,95358,75997,66547,63629,64599,51965,64855,47507,38208,39456,22546,23083,23325,12665,4008,5817,1789,0,558,0,0,0,0,0,0,0,0,0,2011,3254,14309,19231,36234,29106,43554,44216,41795,43389,37718,23735,28746,19831,14355,11158,15599,9475,6606,8167,6651,3302,5332,2750,2252,3255,2753,0,582,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,10353,21978,33682,29073,35582,38795,37247,36274,33972,38818,23221,19127,19704,17657,11890,17295,10452,6132,3732,5499,4504,3255,551,573,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,594,8711,10297,13555,23481,17916,18809,24826,27004,28288,22714,20115,23686,21138,21618,14727,17925,14396,5499,9008,6509,3855,1145,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,4518,3573,3772,4926,8275,5063,9711,9962,6568,8183,8367,11049,12827,7547,6398,6049,4504,9222,2753,573,1745,596,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,3135,1742,4641,422,3586,1642,5599,3963,6726,2850,3302,9597,2750,2815,1085,2753,1718,582,596,0,0,0,0,0,0,0,0,0,0,0
2016,1190,T,1027,2280,8281,18007,37342,57997,74268,91909,99846,114746,124907,124524,126812,131061,117870,101465,92537,93687,80030,78110,65319,54120,48840,42583,33117,27518,15546,12011,4341,5919,2610,808,426,417,210,197,190,0,0,0,0,770,2027,7528,15787,28371,41936,46308,56154,56205,56754,59657,49879,43575,39624,31708,25324,17822,17200,15857,15424,12342,7651,6890,6227,4389,5269,2915,1629,644,1268,1405,202,213,0,0,197,190,0,0,0,0,257,253,753,1727,7759,13830,23373,29108,35045,46435,48098,54209,58515,60494,50146,44446,39585,36231,26490,25509,20887,16796,16212,14060,8978,7611,4469,2647,876,2114,201,606,0,208,210,0,0,0,0,0,0,0,0,0,493,1212,2231,4150,5730,7053,9287,13423,16799,19031,23517,27744,23313,26219,29460,27609,25311,21836,19408,16618,15868,12369,8587,4081,4072,2396,1268,602,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,437,688,1543,1445,3169,3464,4802,6012,5514,5533,6341,8051,6902,7317,6836,7651,5877,4017,5586,3513,1943,2443,0,634,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,826,559,173,889,1414,2757,2849,2570,2745,3171,4548,3418,2613,3242,2410,1796,2537,2138,1221,426,634,201,0,213,0,0,0,0,0,0,0,0
2016,1190,U,418,1255,6409,14904,35586,54937,72088,89813,96483,119408,124371,132822,138131,131019,120236,108523,102084,102646,87149,89682,71605,60355,51904,47164,35791,32396,15711,10996,5533,6389,2458,612,0,315,320,302,295,0,0,0,0,418,1255,5982,13248,30388,42316,48542,59380,60788,63196,63666,53950,50731,43492,34353,26609,22181,18794,18612,19550,14263,8295,6838,6165,5506,6479,2619,916,651,1597,1536,306,0,0,0,302,295,0,0,0,0,0,0,427,1656,3998,10765,20648,25979,28980,46233,47972,58606,63413,63607,56092,49305,44896,42504,30724,31032,24742,18879,17405,16338,10707,10308,4946,3054,1302,2556,0,306,0,315,320,0,0,0,0,0,0,0,0,0,0,1200,1856,2174,3340,5655,7983,10660,16705,18473,18756,24960,25826,26724,30938,28951,28549,24451,22883,19270,18187,13154,9719,4073,3360,3255,958,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,742,1060,1330,1481,3286,4687,4621,3221,4957,6146,8096,5908,6827,5822,8867,5284,4007,5506,3534,1746,2749,0,639,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,665,592,274,827,544,1610,1826,2138,2313,2954,3724,2329,1430,3108,2466,918,2356,2328,916,325,639,307,0,0,0,0,0,0,0,0,0,0
2016,1190,R,1995,3855,10946,22582,40049,62605,77579,95295,105417,107123,125818,110247,106239,131139,113625,88732,75472,78246,67831,57781,53523,42416,43098,34016,28104,17935,15214,14042,1893,5000,2897,1190,1262,613,0,0,0,0,0,0,0,1330,3212,9729,19530,25262,41364,42916,50944,48609,46221,52843,42874,30569,32405,26962,23005,10031,14453,11136,8177,8738,6443,6989,6342,2294,2893,3511,3053,631,625,1159,0,631,0,0,0,0,0,0,0,0,665,642,1216,1831,13555,18446,27510,34162,45095,46765,48314,46643,49612,54684,39480,35681,30093,25417,19236,15808,13654,12886,13978,9801,5736,2314,3511,1832,0,1250,579,1190,0,0,0,0,0,0,0,0,0,0,0,0,1221,1232,2795,7153,9589,9370,11419,18118,16961,20045,32405,32740,18779,25316,26913,25310,19624,16931,12886,11648,11531,10898,6364,4096,5495,631,1875,1159,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,2343,1631,6039,3769,5011,8608,9629,6573,6687,7974,8605,8177,8738,5369,6989,4036,5736,3471,2341,1832,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,503,0,1002,3038,4815,4695,3344,3489,3543,5996,5461,4832,3494,2306,3441,2893,1755,1832,631,625,0,0,631,0,0,0,0,0,0,0,0
2016,1196,T,168,642,17288,75454,124050,142632,185702,178341,178688,177800,159676,137900,143872,138800,128377,116028,104300,102801,91348,83841,63878,57757,52534,44329,35810,25814,18328,14679,10949,6350,1660,1135,699,292,151,0,0,0,0,0,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1196,U,511,484,16493,79102,129990,150791,212461,200410,200080,195246,165281,146652,153507,152341,130332,116439,107763,111649,105398,88852,66619,64248,61727,54940,44747,35140,26307,18483,15760,7784,2340,1304,806,0,446,0,0,0,0,0,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1196,R,0,719,17682,73685,121141,138549,172700,167505,167794,168526,156313,132383,138036,130533,127193,115758,102045,97766,83216,80925,62100,53566,47239,38433,31003,20400,13655,12604,8339,5597,1239,1028,642,443,0,0,0,0,0,0,200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,1107,T,3781,9121,20478,40492,60911,75670,86080,92212,93108,95414,95157,96385,104760,104831,98131,90298,83402,76928,69766,61649,50615,43878,39656,25220,21263,14113,10635,6225,3725,1512,957,439,58,117,0,0,0,0,0,0,43,3410,8165,17862,32124,48520,54234,60617,57493,55207,53978,49853,44330,42947,38627,28507,25846,22426,19582,15286,13394,9639,8963,8144,5281,3737,2538,1286,942,798,378,106,55,0,0,0,0,0,0,0,0,43,371,809,2242,7471,10462,17163,19943,26684,29907,31863,34084,39341,44603,47576,47679,42071,36731,31928,29483,23302,20757,14985,14171,9032,7121,4142,3265,1465,851,216,273,110,0,0,0,0,0,0,0,0,0,0,147,374,672,1707,3102,4767,6600,5839,7180,8290,8551,11993,12689,16241,16511,17523,18052,17376,17385,13315,12906,9974,7156,5859,4105,3413,1726,908,378,346,55,0,58,0,0,0,0,0,0,0,0,0,0,224,222,1103,690,1033,1724,1721,2121,2649,3331,3905,3761,3995,4329,5195,4529,4128,4438,3805,4191,2073,2828,1857,1682,680,318,216,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,63,402,431,672,810,1513,1887,2034,1943,1875,2392,2172,3092,3440,2466,3218,3177,1678,1717,1472,989,1412,851,324,179,165,58,58,0,0,0,0,0,0,0
2016,1107,U,2477,6971,14527,29666,48962,63034,73324,81608,75620,80313,81787,88781,101464,107750,104167,98138,87770,80794,74525,63903,54154,47562,45189,27790,23181,15291,10999,6452,4220,1290,801,456,0,101,0,0,0,0,0,0,74,2202,6301,13441,24565,40072,48497,56981,55003,49416,52065,48425,45979,46717,44571,33536,31137,25711,23803,18317,15774,11172,11149,9431,6077,4586,3026,1385,959,898,461,178,91,0,0,0,0,0,0,0,0,74,275,536,950,4833,7563,11849,13074,21793,22190,23509,27448,35501,43958,49942,53303,49263,43265,36112,34116,27586,25689,18026,18154,11343,8505,5973,3748,1918,898,276,356,91,0,0,0,0,0,0,0,0,0,0,134,136,134,929,2199,2724,4245,3431,3508,4296,5406,8338,10104,13507,14047,14226,16594,17058,15994,13307,13393,11474,7697,6421,3982,3585,1918,1257,368,178,91,0,101,0,0,0,0,0,0,0,0,0,0,134,398,489,436,283,511,1046,1172,947,1839,2110,2767,2589,3263,3332,3705,3008,3273,3258,4087,1620,2668,1752,1630,785,269,184,89,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,283,73,185,446,947,613,1023,1054,1100,1305,952,1328,1541,712,1737,2043,1053,1001,558,652,872,898,0,0,91,0,0,0,0,0,0,0,0,0
2016,1107,R,5305,11735,27766,54077,76026,91992,103311,108650,126281,127769,125070,112431,110951,99738,87991,76965,75913,70463,61904,57888,44590,37740,30863,21213,18317,12262,10071,5883,2993,1829,1189,413,141,137,0,0,0,0,0,0,0,4822,10431,23277,41611,59206,61644,65529,61353,66193,58077,53049,40852,35865,28257,20058,16846,16795,12522,10279,9424,7028,5322,6098,4041,2434,1770,1133,915,651,261,0,0,0,0,0,0,0,0,0,0,0,482,1141,3824,10782,14129,24025,29222,34264,44545,49761,48930,47445,45815,43447,38233,29839,25528,24929,21828,16155,12359,9919,7840,5430,4996,1264,2518,784,781,131,149,138,0,0,0,0,0,0,0,0,0,0,163,665,1348,2691,4268,7527,10250,10408,15047,17225,15187,18858,17200,20834,20700,23177,20490,17901,19704,13328,12096,7591,6314,4996,4298,3147,1438,390,392,595,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,1897,1033,2196,4024,3168,4244,6240,6132,7036,5430,6386,6158,8310,5890,5997,6422,4718,4356,2778,3074,2023,1762,523,390,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,586,1110,1716,1623,2708,4281,3797,3435,3193,4255,4212,6006,6609,5453,5685,4978,2652,2818,2908,1511,2223,781,784,446,275,141,137,0,0,0,0,0,0,0
2016,3300,T,1611,5032,13780,26765,45143,59684,72573,83499,96108,109148,118670,121770,121547,119239,114877,102654,96075,87268,77907,67327,57641,48915,40149,32455,24204,16703,11585,7072,3989,2092,1002,480,240,115,86,14,46,13,21,8,11,1536,4782,12829,23723,37928,46934,53270,56767,61924,66420,66873,61670,51346,42392,34916,27068,22267,17432,13652,10964,8765,7089,5267,4172,3028,2227,1440,805,574,337,179,126,70,31,20,5,19,4,4,0,0,75,227,913,2885,6644,11324,17192,22834,29170,35823,42872,49637,57641,61799,63367,57434,54081,48778,42039,34535,28068,22168,17585,13496,9381,6090,3862,2298,1216,591,189,86,66,31,15,5,5,0,8,0,0,0,23,38,150,512,1265,1886,3398,4149,5613,7081,8332,9779,11834,13028,14029,15177,16041,16779,16196,15451,14054,11950,10158,7888,5316,3829,2327,1167,606,337,131,59,26,25,0,9,9,8,4,7,0,0,0,8,52,148,199,424,702,1046,1495,1744,2100,2344,2512,2771,3067,3334,3617,3853,3320,3693,3289,2768,2358,1838,1449,881,520,308,168,86,22,16,25,5,9,0,0,0,4,0,0,0,0,7,14,26,76,164,246,349,387,682,870,1053,1352,1484,1683,1821,1779,2038,1910,2058,1861,1549,1233,1006,761,511,249,129,51,23,10,0,0,5,0,0,4,0
2016,3300,U,1386,4168,11053,20418,36255,50492,62599,72022,81085,94044,107493,114978,117608,118657,115170,102372,96768,88386,78778,68291,57959,49721,40088,32982,24403,16585,11555,7103,4033,2175,1073,510,260,150,80,21,66,19,30,11,16,1298,3951,10366,18237,31125,41355,48684,52190,56078,62024,65647,63176,54132,46481,38000,29516,24400,19044,15089,12112,9772,8041,5846,4738,3469,2495,1653,953,635,389,220,163,92,45,15,7,27,6,6,0,0,88,195,665,2100,4685,8156,12525,17290,21877,27846,35971,44789,54579,61084,64536,58981,56611,52050,45159,37555,30519,24388,19474,15199,10639,6673,4397,2677,1461,712,248,106,69,45,22,7,7,0,12,0,0,0,22,21,81,395,845,1246,2139,2609,3490,4728,5744,7163,9164,10382,11316,12734,14078,15002,14675,14050,13255,11100,9737,7598,5154,3745,2324,1177,604,364,127,76,30,29,0,13,13,12,6,11,0,0,0,0,40,117,134,352,448,589,936,1029,1314,1455,1655,1856,2124,2244,2520,2818,2344,2950,2401,2153,1823,1513,1152,679,430,295,151,85,15,22,15,7,13,0,0,0,5,0,0,0,0,10,19,9,50,73,96,211,240,420,473,597,704,900,970,1007,1131,1274,1088,1267,1156,875,750,608,470,331,175,89,28,8,7,0,0,7,0,0,6,0
2016,3300,R,2090,7051,20590,45142,69529,83792,100671,118720,154863,176587,165078,148723,136482,121359,113814,103704,93467,83089,74680,63855,56527,46166,40349,30774,23587,17061,11673,6986,3866,1869,817,407,193,34,99,0,0,0,0,0,0,2042,6722,18980,39606,56595,61564,66187,70815,84787,86050,71962,55696,40787,27494,23723,17931,14236,11405,8325,6828,5230,3847,3367,2366,1666,1419,818,386,405,198,71,35,19,0,33,0,0,0,0,0,0,47,303,1531,5156,12018,19630,30340,39848,57693,71441,71525,68874,69247,64406,59126,51662,44558,36548,30477,23659,19464,14603,11390,8067,5490,4330,2309,1232,534,270,36,35,58,0,0,0,0,0,0,0,0,0,25,79,352,833,2368,3688,7259,10171,15094,16855,18601,19697,21561,22632,24156,24376,23379,23362,21675,20367,16779,14737,11499,8784,5804,4073,2335,1141,611,267,142,19,17,17,0,0,0,0,0,0,0,0,0,29,83,229,379,644,1695,3087,3813,4580,5079,5580,5622,6186,6616,7407,7680,7580,6748,6224,6200,4731,4013,2819,2309,1452,773,341,213,89,39,0,50,0,0,0,0,0,0,0,0,0,0,0,0,76,154,517,915,923,972,1673,2317,2711,3769,3682,4350,4838,4114,4717,4713,4655,4111,3635,2690,2164,1581,1013,449,231,106,58,17,0,0,0,0,0,0,0
