Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2018,1141,U,1509,2976,8509,14211,32165,48161,52089,56527,64357,67967,80543,89916,83612,76789,73537,77992,72870,59936,55478,54141,46956,37900,32422,26473,19533,16302,9109,6515,3181,1510,1623,593,361,0,0,0,0,0,0,0,105,1509,2579,8301,12462,29059,40135,39935,42294,44672,45251,52127,49422,39232,34735,25107,26238,16947,12836,11475,10608,8528,6137,5175,3389,2553,1349,1555,994,227,232,464,0,120,0,0,0,0,0,0,0,105,0,397,208,1749,2884,6725,10635,11183,16089,18137,22443,30929,34363,33122,36489,36775,38180,30610,26442,26020,23118,16474,13623,10272,7436,6746,2555,2098,1477,697,812,119,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1085,1519,2847,2839,4030,4706,6855,6956,6575,8704,10743,13458,13133,13570,14211,11713,11090,9082,7518,6104,5509,3332,1877,682,348,0,356,241,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,203,757,550,905,2073,2226,1613,2343,3409,2891,2666,2993,2402,2774,2799,3063,4130,2886,1686,1222,1104,341,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,638,835,744,893,826,1396,691,998,901,822,1400,1479,1165,555,1012,444,442,454,232,116,119,0,0,0,0,0,0,0,0,0
2018,1141,R,2991,5138,12267,13699,26157,29924,40853,46811,47866,46558,47286,55275,47661,54373,50943,51235,46067,45851,39393,34839,29879,25232,23217,19137,14628,12460,7721,4610,2239,2369,728,0,0,0,0,0,0,0,0,0,0,2991,5138,11859,12893,21472,23106,29646,28020,32622,25291,24567,27064,23139,25015,18777,16049,12796,9726,7504,8065,4781,4506,4458,2734,2004,1478,662,439,672,237,0,0,0,0,0,0,0,0,0,0,0,0,0,409,806,4685,6061,9038,17142,11280,15232,15850,20642,17206,17893,23186,21914,21679,22385,16414,15000,12805,9372,10030,7811,5010,3379,2647,1098,895,711,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,1808,1319,3354,4598,4491,6651,5142,7991,6531,9105,8129,8645,11568,7097,7342,7389,6501,4491,4008,4224,2206,1537,448,948,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,330,610,1437,2377,459,989,2606,1470,3241,1957,2933,2657,3387,3415,1983,1114,2343,2004,1901,882,659,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1187,869,980,926,1505,2161,1251,1290,1537,1983,1114,1757,1603,1478,1324,878,224,237,0,0,0,0,0,0,0,0,0,0,0
2018,1147,T,508,3734,8390,13277,41945,44037,59849,60915,70609,84619,100481,106117,110913,109116,95668,93407,78061,77381,68065,64818,52726,46173,38914,31389,21723,13661,9388,4467,4537,1324,509,698,183,0,0,203,199,0,0,0,0,508,3467,8101,11915,36883,38532,42246,43055,49426,59351,60168,58777,50658,46119,34129,32159,18571,19703,12663,12565,9204,6318,5605,4530,2736,1112,1273,957,324,166,339,0,0,0,0,0,199,0,0,0,0,0,267,289,1021,4339,4404,16898,16903,17064,21155,32190,37500,49319,47297,46508,44926,42336,39247,33716,30493,26987,20737,14253,11326,7885,4130,2546,798,1620,497,0,0,183,0,0,203,0,0,0,0,0,0,0,0,340,723,1101,704,638,3825,3526,6619,7713,8257,13149,11671,12282,13692,14618,18520,14864,11856,15391,12971,11326,6437,6671,3819,2393,1782,331,170,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,588,1203,1596,1785,2355,3183,2909,2361,2225,2216,4597,3588,3078,4324,2265,3057,953,1591,319,324,166,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,301,532,893,196,177,1131,1102,1589,950,2298,1092,648,1762,1942,1609,794,159,0,486,166,0,349,0,0,0,0,0,0,0,0,0
2018,1147,U,552,4050,8765,13187,41748,44613,59138,62010,71521,85290,100821,105159,112703,111241,94592,95188,77856,78882,68034,65707,52485,46043,39866,32642,22919,13602,9534,4251,4485,1056,542,749,195,0,0,215,212,0,0,0,0,552,3760,8452,11722,36676,39434,41969,43546,49613,60054,58947,59524,51294,47463,35161,32842,18610,20749,13162,13406,9420,6255,5842,4862,2930,1020,1362,1020,345,176,362,0,0,0,0,0,212,0,0,0,0,0,289,313,1099,4292,3983,16406,17767,17719,21083,33178,35998,50090,47886,46054,45838,43196,39784,33675,31612,26916,20502,14950,11633,8272,4251,2554,680,1725,352,0,0,195,0,0,215,0,0,0,0,0,0,0,0,366,780,1195,763,348,3866,3514,7086,7653,8910,13349,10128,12469,12805,14576,18291,14565,11776,15463,13060,11807,6721,6631,3916,2380,1725,352,181,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,639,1288,1417,1686,2331,3249,2810,2049,2229,2222,4138,3364,3127,4124,2257,3274,1020,1532,170,345,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,322,567,722,212,0,1229,1195,1543,684,1986,1009,695,1890,2084,1723,680,170,0,345,176,0,375,0,0,0,0,0,0,0,0,0
2018,1147,R,0,0,3817,14458,44444,37296,68337,49057,61017,76923,95672,120690,88280,82447,109005,72874,80483,58442,68449,53719,55794,47962,25882,14252,4860,14493,7299,7752,5326,5587,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,14458,39506,27972,45558,37736,47458,51282,77449,47414,42618,29255,21327,24291,18109,6494,6417,2066,6438,7194,2353,0,0,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4938,9324,22779,7547,10169,21978,18223,60345,39574,39894,52133,34413,32193,32468,34225,16529,27897,23981,4706,7126,2430,2415,2433,2584,0,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774,3390,3663,0,8621,0,10638,30806,10121,24145,15152,21390,18595,12876,14388,11765,4751,2430,7246,2433,2584,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,3044,2660,2370,4049,6036,2165,2139,10331,6438,2398,7059,2375,0,0,2433,2584,0,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,2370,0,0,2165,4278,6198,2146,0,0,0,0,2415,0,0,2663,0,0,0,0,0,0,0,0,0,0,0,0
2018,1149,T,2783,3659,9929,22174,45026,49979,70811,64673,79598,91840,97316,103355,109777,91082,92694,93224,85694,73514,70713,60815,56061,46871,40247,29425,27200,19966,9328,7574,3483,1701,0,495,246,0,265,259,0,0,0,0,0,2783,3293,9531,17391,37736,42131,51001,40825,49098,51958,47792,49730,48819,32342,29402,25463,20599,16481,13878,8411,7649,5831,5396,4492,5029,2295,1632,459,0,243,0,0,246,0,0,0,0,0,0,0,0,0,366,397,3478,6432,6609,17281,16572,23061,30004,33939,41043,44069,43044,45786,45244,40993,37958,34365,28251,22941,18838,15065,8086,10743,8032,3731,2525,929,486,0,248,0,0,265,259,0,0,0,0,0,0,0,0,1304,858,1239,2107,5659,5579,7318,11429,9287,12403,9750,12793,14941,17304,13659,17183,16821,19745,14577,13266,10557,7314,6196,2799,2295,1625,729,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,808,1488,1829,3463,3295,3694,3567,3142,5471,4120,2382,3304,3882,3182,3813,4272,4492,2514,2524,933,918,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,372,732,693,0,792,2378,1571,2104,2678,3033,1983,3451,2544,3813,2248,1797,1600,918,233,1377,464,243,0,0,0,0,0,0,0,0,0,0,0
2018,1149,U,3889,4410,8218,21745,42955,40738,61704,62483,80908,92703,93989,99261,114218,91493,95127,97281,90362,80124,72670,62167,60382,48253,40237,30339,28859,21762,9144,7323,3680,2239,0,660,329,0,370,360,0,0,0,0,0,3889,4410,7704,16170,36082,35233,46986,41293,53774,54671,51148,53040,52898,33966,34327,26780,23526,18056,14362,9521,9374,6141,4734,5302,6012,3023,2133,305,0,320,0,0,329,0,0,0,0,0,0,0,0,0,0,514,3903,6300,4955,13020,16300,21214,29950,30164,35992,45822,44064,46545,49460,44914,44576,34468,29964,26744,21056,15976,8837,12325,8463,3657,3051,1227,640,0,330,0,0,370,360,0,0,0,0,0,0,0,0,1673,573,551,1132,3803,3947,6656,8743,6819,12466,8568,11345,13936,15506,13824,18957,18202,20127,14622,13314,10898,7816,6650,2438,2136,1533,960,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,543,1973,951,3060,3410,2358,3366,1745,5192,4278,1411,3160,2520,2481,3509,4438,3829,1804,2720,914,610,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,475,874,0,674,1530,1164,1913,2139,2257,1723,1960,1654,2924,1775,1473,902,907,0,1220,307,320,0,0,0,0,0,0,0,0,0,0,0
2018,1149,R,0,1445,15762,23692,51195,77750,97360,71034,75586,88959,110000,118826,93731,89648,84479,79634,70018,51498,64272,56285,41532,42328,40281,26490,21936,14299,9930,8337,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15762,21718,42662,62862,62706,39463,34769,42891,35000,37223,34084,26681,12770,21053,10772,11236,12287,4690,1846,4810,7494,1892,1907,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,1974,6826,11580,29703,17364,28723,30183,48333,60129,37736,39488,43222,31121,27828,15918,34026,22514,10152,11544,12178,5676,5722,6673,3972,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,3309,4950,11050,10582,9531,21667,18611,12173,13874,17682,18307,23339,13109,11342,12195,18459,14430,13115,9461,5722,4766,3972,2779,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,0,4766,5000,2863,8521,4269,7859,6407,3591,5618,3781,8443,5538,4810,3747,6623,4769,1907,993,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,1512,1589,0,0,1217,5336,2947,2746,4488,5618,2836,8443,5538,6734,3747,2838,3815,953,993,1853,956,0,0,0,0,0,0,0,0,0,0,0,0
2018,1158,T,2058,3178,9774,23256,47109,62665,70428,67051,83525,80882,98160,102475,95719,107464,97917,88517,88198,74163,64230,69339,55923,46522,35689,32963,23035,17429,11230,5862,4064,1367,1142,223,0,0,479,0,0,0,0,0,0,2058,3178,9398,22825,39829,46796,54475,43980,56981,48669,53921,50655,42427,38415,32011,26533,19599,17939,13210,10820,10245,7526,4273,3507,3087,2981,1797,1353,677,228,228,0,0,0,0,0,0,0,0,0,0,0,0,376,431,7281,13428,14008,16943,20527,24160,32268,40757,42168,48383,47546,44147,46016,36097,28015,33565,25400,16648,14383,10754,8787,5733,3369,1353,677,228,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,1946,4326,3893,6653,8311,8734,7244,14588,12004,12263,15765,14439,16627,16341,13447,13911,11351,10520,5462,6192,2021,2480,903,456,228,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,407,0,1081,1770,1050,2330,1747,3363,4863,3531,3122,4687,3719,2961,4637,4696,4561,3542,3507,2375,1605,2471,225,677,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,354,350,1329,582,517,1216,2825,2453,2130,1969,3416,3975,2134,3877,2140,4676,3325,917,1572,451,1129,228,0,223,0,0,239,0,0,0,0,0,0
2018,1158,U,2326,2364,9993,23041,40265,56687,67987,65061,82689,83064,93493,93422,97730,102603,98899,90542,93335,73647,68836,68879,56509,45056,35414,32520,24985,18270,10458,6803,4797,916,925,0,0,0,335,0,0,0,0,0,0,2326,2364,9493,22465,35088,42928,54069,46188,61412,51223,55847,47236,46974,39649,33167,29123,22171,17990,15841,11665,11897,7022,3358,3613,3961,2947,1452,1479,899,0,308,0,0,0,0,0,0,0,0,0,0,0,0,500,576,5177,11558,12848,13409,17408,23996,28544,36039,42560,48123,49450,44694,48994,38229,31106,36106,27038,18432,15875,12346,9141,6483,3776,1775,899,305,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201,1071,4470,1934,5999,5792,8048,5044,10896,12362,13264,15601,14055,17281,16387,12978,14043,10991,10238,5484,7367,2033,3253,899,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1934,1384,2482,1749,2522,3329,2412,2018,4106,2811,2304,2777,3785,3511,3664,2710,2742,1179,1743,0,899,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,461,827,350,631,605,1508,1442,2463,562,2304,1944,811,2048,1526,3613,3656,295,1452,296,1199,305,0,0,0,0,0,0,0,0,0,0,0
2018,1158,R,1306,5579,9112,23891,67058,79625,76923,72321,85809,74020,117447,147314,86518,127318,94421,81613,70159,75974,46815,71121,53725,51706,36604,34501,16146,14478,13861,2845,1829,2694,1758,855,0,0,837,0,0,0,0,0,0,1306,5579,9112,23891,53646,57767,55556,38133,44884,40639,45957,67591,21629,33375,27897,17699,10572,17760,3266,7543,4055,9307,7321,3136,0,3102,2970,948,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13412,18735,17094,26298,29043,24673,47660,64125,40375,49444,40773,42281,35560,28614,16331,23707,19260,10341,9412,5227,7535,3102,1980,0,0,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,4274,3945,9241,8708,18723,12132,17304,29666,10730,8850,16338,15787,14154,16164,15205,13444,12550,11500,5382,2068,1980,0,914,1796,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,2630,1320,0,1702,1733,7210,11125,7511,6883,6728,6907,5444,11853,8109,8273,3137,6273,1076,3102,4950,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,1320,0,3404,1733,0,3708,7511,5900,961,6907,7621,11853,7096,10341,4183,8364,2153,3102,1980,948,914,0,0,855,0,0,837,0,0,0,0,0,0
2018,1140,T,1341,2316,4156,8338,18328,24698,34810,47979,64945,72016,69785,80309,87502,92108,97247,99939,94673,89714,82974,75832,69609,59234,47586,37843,32344,24561,16313,11039,6531,3993,2599,1172,622,507,370,234,118,225,53,153,265,1341,2208,3998,7526,16491,20868,27382,35873,47764,51681,49092,52800,55940,53355,50895,46419,40532,33629,27268,23084,19504,14814,11827,8172,6459,5439,3622,2561,1291,1122,683,382,216,179,123,58,118,0,0,38,106,0,108,158,770,1633,3478,6638,10446,14493,16701,16584,22177,25818,30910,36721,41629,40774,40766,39423,36419,32962,26938,20971,16521,13107,9694,6296,4053,2143,1070,971,409,216,209,93,88,0,75,0,77,27,0,0,0,0,122,313,751,1539,2221,3083,3449,4361,4762,6338,7638,9543,10538,12387,12866,12429,13335,13014,10904,9362,8888,6164,3947,2511,1704,1201,578,245,108,119,123,58,0,150,53,38,80,0,0,0,43,82,39,40,81,351,440,570,822,786,1123,1392,1841,2197,2186,2535,2639,2891,3210,2898,2886,2687,2103,1574,1243,1084,470,289,136,27,0,31,29,0,0,0,0,27,0,0,0,0,0,0,0,40,117,110,90,150,197,381,599,507,633,747,883,1261,916,1258,987,903,1202,1160,874,671,310,131,79,0,54,0,0,0,0,0,0,0,27
2018,1140,U,1341,2316,4156,8338,18328,24698,34810,47979,64945,72016,69785,80309,87502,92108,97247,99939,94673,89714,82974,75832,69609,59234,47586,37843,32344,24561,16313,11039,6531,3993,2599,1172,622,507,370,234,118,225,53,153,265,1341,2208,3998,7526,16491,20868,27382,35873,47764,51681,49092,52800,55940,53355,50895,46419,40532,33629,27268,23084,19504,14814,11827,8172,6459,5439,3622,2561,1291,1122,683,382,216,179,123,58,118,0,0,38,106,0,108,158,770,1633,3478,6638,10446,14493,16701,16584,22177,25818,30910,36721,41629,40774,40766,39423,36419,32962,26938,20971,16521,13107,9694,6296,4053,2143,1070,971,409,216,209,93,88,0,75,0,77,27,0,0,0,0,122,313,751,1539,2221,3083,3449,4361,4762,6338,7638,9543,10538,12387,12866,12429,13335,13014,10904,9362,8888,6164,3947,2511,1704,1201,578,245,108,119,123,58,0,150,53,38,80,0,0,0,43,82,39,40,81,351,440,570,822,786,1123,1392,1841,2197,2186,2535,2639,2891,3210,2898,2886,2687,2103,1574,1243,1084,470,289,136,27,0,31,29,0,0,0,0,27,0,0,0,0,0,0,0,40,117,110,90,150,197,381,599,507,633,747,883,1261,916,1258,987,903,1202,1160,874,671,310,131,79,0,54,0,0,0,0,0,0,0,27
2018,1140,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,3700,T,1970,5466,11898,25315,44290,61774,75259,83833,95616,102431,103215,102718,100284,96692,96483,95928,89810,76550,73217,64926,58442,49669,38980,30763,24667,18067,11696,7608,4253,2222,920,587,206,85,57,34,22,21,0,10,0,1918,4988,10631,21823,36291,46436,52934,54441,58933,58690,54055,47914,40011,32767,27477,23260,19134,14097,12001,8723,7081,6169,4491,3339,2577,2224,1037,674,590,183,173,139,21,24,-11,11,11,0,0,2,0,52,449,1122,3049,7019,13130,18537,23778,28959,34362,37380,40866,43786,45222,48549,48685,44004,38039,34229,30049,25999,20533,15055,11547,8622,5749,4083,2304,1070,660,219,93,76,12,23,23,0,0,0,2,0,0,15,131,443,904,1935,3033,4763,6176,7405,8913,10532,12343,13766,15027,17228,19601,17582,19454,18384,17330,15716,12616,9795,7986,6181,3863,2607,1423,737,250,218,33,24,45,0,11,11,0,2,0,0,14,0,0,61,242,695,725,1260,1540,2048,2333,2878,3162,3534,4391,4546,4206,4608,4697,4841,4696,3892,3432,3186,2000,1373,1080,622,390,179,79,66,24,0,0,0,11,0,2,0,0,0,15,0,16,30,59,126,289,434,817,1073,1267,1774,1896,2364,2525,2627,2924,3073,3191,2556,2926,2651,2298,1913,1340,942,548,251,99,58,10,0,0,0,0,0,0,2,0
2018,3700,U,1919,4094,9071,19322,36668,52298,68687,75270,90367,96540,95725,95530,93234,93170,96421,96863,91387,79056,75368,66525,60284,51634,40044,32155,25905,18448,12817,8068,4638,2422,1064,688,270,132,71,54,18,34,0,16,0,1895,3672,8047,16749,30569,41373,50911,53125,61016,62286,57375,50964,44156,36565,32167,27605,22840,17228,14242,10843,9188,7819,5457,4052,3018,2766,1253,946,818,249,249,181,17,38,-36,18,0,0,0,3,0,24,397,927,2400,5253,9425,14719,18754,23664,28189,30714,35647,38462,43661,49089,51680,47263,41467,38802,34009,29083,23343,17435,13377,10461,6694,4947,2758,1284,763,249,127,101,19,36,36,0,0,0,3,0,0,25,98,173,769,1250,2465,2768,4733,4871,5652,7032,8222,10136,11836,13713,16613,15788,17368,16631,16189,15105,12091,10129,8109,6239,4224,2663,1605,796,332,235,51,38,71,0,18,17,0,3,0,0,0,0,0,51,225,542,554,764,978,1497,1327,1650,1829,2281,2594,3216,3082,3296,3534,3883,3621,3402,2874,2971,1634,1397,1024,514,431,133,54,101,38,0,0,0,17,0,3,0,0,0,0,0,26,25,49,69,191,215,488,560,745,979,1049,1271,1455,1490,1661,1507,1942,1746,1658,1724,1346,1116,996,678,417,183,100,91,0,0,0,0,0,0,0,3,0
2018,3700,R,2040,7440,16137,34710,56079,76480,85337,96719,103997,112879,119016,119620,117079,104858,96620,93908,86450,71174,68653,61578,54607,45636,36757,27923,22234,17327,9582,6736,3528,1855,658,404,87,0,31,0,30,0,0,0,0,1950,6882,14505,29778,45140,54294,56036,56423,55606,52312,47053,40741,30135,23961,17063,13876,11233,7378,7247,4285,2697,2780,2473,1884,1710,1175,630,160,159,63,33,62,29,0,31,0,30,0,0,0,0,90,524,1414,4066,9750,18880,24393,31338,37413,45309,51444,53140,56469,48843,47350,42216,37058,30683,24527,21755,19581,14765,10082,7815,5007,3916,2453,1443,668,472,165,31,29,0,0,0,0,0,0,0,0,0,0,181,866,1113,2999,3904,7764,8481,11899,15795,18762,22160,22184,22111,24819,25970,21431,23882,22054,19704,16970,13713,9112,7743,6069,3183,2502,1081,629,99,186,0,0,0,0,0,0,0,0,0,0,35,0,0,77,269,930,984,2052,2537,3211,4699,5803,6252,6317,8273,7383,6617,7393,7132,6834,6903,4916,4571,3607,2708,1326,1187,826,314,263,124,0,0,0,0,0,0,0,0,0,0,0,36,0,0,38,74,211,445,822,1513,2277,2511,3618,3778,4723,4806,5065,5604,6353,5792,4218,5573,4541,4167,3459,1989,1443,795,377,99,0,29,0,0,0,0,0,0,0,0
2018,1179,T,1695,7492,13761,30881,40275,70216,81015,83974,94958,97487,95997,83681,86919,70749,78962,84678,72609,57762,55829,54427,44859,44020,32952,19834,22734,12516,11057,6320,3437,1629,650,326,331,0,0,0,0,0,0,0,0,1695,7052,13303,26538,32220,55989,53416,47391,49048,49348,43571,32731,28498,19855,18498,18570,12492,10697,12315,7736,5535,4925,5937,2072,4049,1877,2211,948,312,0,0,0,331,0,0,0,0,0,0,0,0,0,441,459,3378,8055,13309,22702,26606,38454,37071,38966,36128,39612,33837,36168,36891,30449,21661,19704,20169,16312,16623,8015,6513,6540,5319,2843,1264,0,326,0,326,0,0,0,0,0,0,0,0,0,0,0,0,965,0,459,3561,8730,4709,8015,11335,12043,14249,13423,16842,20447,21080,16312,17789,16853,14565,15392,12172,5921,6851,1564,2527,2528,1562,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1335,1247,2747,2291,1417,2161,3135,2517,5246,6646,4945,5348,3284,6354,4661,4310,3562,2960,2491,2816,1895,632,1562,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,708,618,1425,1119,2209,2126,3643,3744,2737,3315,3787,2771,3266,2368,2803,939,1580,948,0,651,325,0,0,0,0,0,0,0,0,0,0
2018,1179,U,2011,1989,6195,19923,27304,64890,79564,86785,101469,102131,84762,87710,81028,69170,81060,88912,84100,65062,71486,59537,49152,50031,30994,21384,29616,12739,17117,5856,2587,679,0,670,0,0,0,0,0,0,0,0,0,2011,995,5163,18816,23891,50985,59946,59172,62305,59982,47881,38866,31126,23221,21922,23013,15769,15869,16662,9923,9947,5491,7602,2376,4411,1274,2633,1301,647,0,0,0,0,0,0,0,0,0,0,0,0,0,995,1033,1107,3413,11587,18529,23669,33823,35665,30411,38340,39032,33597,41295,40795,44152,29622,28487,25358,18139,20134,8772,7722,8822,6369,4608,651,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,1090,2959,3560,4863,5176,9454,9881,10870,12745,19351,19448,14811,20962,17089,14628,19524,9942,7722,8822,3185,4608,1952,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,986,1780,1621,647,1050,988,1482,3569,4184,2102,3174,3225,6615,2926,3661,2924,1782,4411,1911,3950,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,1529,1569,2628,1587,2150,551,3511,1220,1754,1782,3151,0,1317,1301,0,679,0,0,0,0,0,0,0,0,0,0,0
